"weather_date","Rainfall.amount..millimetres.","Period.over.which.rainfall.was.measured..days.","Quality","rainfall_clean","actual_days_rain","cities"
2017-10-15,33,1,"N",33,45,"Gold Coast"
2017-10-16,45,1,"N",45,9,"Gold Coast"
2017-10-17,9,1,"N",9,10,"Gold Coast"
2017-10-18,10,1,"N",10,2,"Gold Coast"
2017-10-19,2,1,"N",2,1,"Gold Coast"
2017-10-20,1,1,"N",1,7,"Gold Coast"
2017-10-21,7,1,"N",7,1,"Gold Coast"
2017-10-22,1,1,"N",1,0,"Gold Coast"
2017-10-23,0,1,"N",0,25,"Gold Coast"
2017-10-24,25,1,"N",25,0,"Gold Coast"
2017-10-25,0,1,"N",0,0,"Gold Coast"
2017-10-26,0,1,"N",0,1,"Gold Coast"
2017-10-27,1,1,"N",1,0,"Gold Coast"
2017-10-28,0,1,"N",0,0,"Gold Coast"
2017-10-29,0,1,"N",0,0,"Gold Coast"
2017-10-30,0,1,"N",0,0,"Gold Coast"
2017-10-31,0,1,"N",0,0,"Gold Coast"
2017-11-01,0,1,"N",0,0,"Gold Coast"
2017-11-02,0,1,"N",0,0,"Gold Coast"
2017-11-03,0,1,"N",0,0,"Gold Coast"
2017-11-04,0,1,"N",0,0,"Gold Coast"
2017-11-05,0,1,"N",0,10,"Gold Coast"
2017-11-06,10,1,"N",10,9,"Gold Coast"
2017-11-07,9,1,"N",9,0,"Gold Coast"
2017-11-08,0,1,"N",0,0,"Gold Coast"
2017-11-09,0,1,"N",0,3,"Gold Coast"
2017-11-10,3,1,"N",3,3,"Gold Coast"
2017-11-11,3,1,"N",3,2,"Gold Coast"
2017-11-12,2,1,"N",2,0,"Gold Coast"
2017-11-13,0,1,"N",0,0,"Gold Coast"
2017-11-14,0,1,"N",0,0,"Gold Coast"
2017-11-15,0,1,"N",0,0,"Gold Coast"
2017-11-16,0,1,"N",0,0,"Gold Coast"
2017-11-17,0,1,"N",0,11,"Gold Coast"
2017-11-18,11,1,"N",11,14,"Gold Coast"
2017-11-19,14,1,"N",14,2,"Gold Coast"
2017-11-20,2,1,"N",2,4,"Gold Coast"
2017-11-21,4,1,"N",4,1,"Gold Coast"
2017-11-22,1,1,"N",1,0,"Gold Coast"
2017-11-23,0,1,"N",0,0,"Gold Coast"
2017-11-24,0,1,"N",0,0,"Gold Coast"
2017-11-25,0,1,"N",0,0,"Gold Coast"
2017-11-26,0,1,"N",0,0,"Gold Coast"
2017-11-27,0,1,"N",0,0,"Gold Coast"
2017-11-28,0,1,"N",0,9,"Gold Coast"
2017-11-29,9,1,"N",9,32,"Gold Coast"
2017-11-30,32,1,"N",32,9,"Gold Coast"
2017-12-01,9,1,"N",9,1,"Gold Coast"
2017-12-02,1,1,"N",1,4,"Gold Coast"
2017-12-03,4,1,"N",4,3,"Gold Coast"
2017-12-04,3,1,"N",3,21,"Gold Coast"
2017-12-05,21,1,"N",21,4,"Gold Coast"
2017-12-06,4,1,"N",4,0,"Gold Coast"
2017-12-07,0,1,"N",0,0,"Gold Coast"
2017-12-08,0,1,"N",0,1,"Gold Coast"
2017-12-09,1,1,"N",1,6,"Gold Coast"
2017-12-10,6,1,"N",6,0,"Gold Coast"
2017-12-11,0,1,"N",0,0,"Gold Coast"
2017-12-12,0,1,"N",0,0,"Gold Coast"
2017-12-13,0,1,"N",0,0,"Gold Coast"
2017-12-14,0,1,"N",0,0,"Gold Coast"
2017-12-15,0,1,"N",0,0,"Gold Coast"
2017-12-16,0,1,"N",0,0,"Gold Coast"
2017-12-17,0,1,"N",0,0,"Gold Coast"
2017-12-18,0,1,"N",0,0,"Gold Coast"
2017-12-19,0,1,"N",0,0,"Gold Coast"
2017-12-20,0,1,"N",0,0,"Gold Coast"
2017-12-21,0,1,"N",0,42,"Gold Coast"
2017-12-22,42,1,"N",42,1,"Gold Coast"
2017-12-23,1,1,"N",1,0,"Gold Coast"
2017-12-24,0,1,"N",0,0,"Gold Coast"
2017-12-25,0,1,"N",0,69,"Gold Coast"
2017-12-26,69,1,"N",69,1,"Gold Coast"
2017-12-27,1,1,"N",1,0,"Gold Coast"
2017-12-28,0,1,"N",0,3,"Gold Coast"
2017-12-29,3,1,"N",3,3,"Gold Coast"
2017-12-30,3,1,"N",3,19,"Gold Coast"
2017-12-31,19,1,"N",19,10,"Gold Coast"
2018-01-01,10,1,"N",10,21,"Gold Coast"
2018-01-02,21,1,"N",21,19,"Gold Coast"
2018-01-03,19,1,"N",19,1,"Gold Coast"
2018-01-04,1,1,"N",1,0,"Gold Coast"
2018-01-05,0,1,"N",0,0,"Gold Coast"
2018-01-06,0,1,"N",0,0,"Gold Coast"
2018-01-07,0,1,"N",0,0,"Gold Coast"
2018-01-08,0,1,"N",0,0,"Gold Coast"
2018-01-09,0,1,"N",0,0,"Gold Coast"
2018-01-10,0,1,"N",0,0,"Gold Coast"
2018-01-11,0,1,"N",0,0,"Gold Coast"
2018-01-12,0,1,"N",0,0,"Gold Coast"
2018-01-13,0,1,"N",0,0,"Gold Coast"
2018-01-14,0,1,"N",0,0,"Gold Coast"
2018-01-15,0,1,"N",0,0,"Gold Coast"
2018-01-16,0,1,"N",0,0,"Gold Coast"
2018-01-17,0,1,"N",0,0,"Gold Coast"
2018-01-18,0,1,"N",0,0,"Gold Coast"
2018-01-19,0,1,"N",0,0,"Gold Coast"
2018-01-20,0,1,"N",0,0,"Gold Coast"
2018-01-21,0,1,"N",0,0,"Gold Coast"
2018-01-22,0,1,"N",0,0,"Gold Coast"
2018-01-23,0,1,"N",0,0,"Gold Coast"
2018-01-24,0,1,"N",0,0,"Gold Coast"
2018-01-25,0,1,"N",0,0,"Gold Coast"
2018-01-26,0,1,"N",0,0,"Gold Coast"
2018-01-27,0,1,"N",0,2,"Gold Coast"
2018-01-28,2,1,"N",2,8,"Gold Coast"
2018-01-29,8,1,"N",8,2,"Gold Coast"
2018-01-30,2,1,"N",2,1,"Gold Coast"
2018-01-31,1,1,"N",1,3,"Gold Coast"
2018-02-01,3,1,"N",3,4,"Gold Coast"
2018-02-02,4,1,"N",4,5,"Gold Coast"
2018-02-03,5,1,"N",5,3,"Gold Coast"
2018-02-04,3,1,"N",3,0,"Gold Coast"
2018-02-05,0,1,"N",0,0,"Gold Coast"
2018-02-06,0,1,"N",0,0,"Gold Coast"
2018-02-07,0,1,"N",0,0,"Gold Coast"
2018-02-08,0,1,"N",0,0,"Gold Coast"
2018-02-09,0,1,"N",0,0,"Gold Coast"
2018-02-10,0,1,"N",0,0,"Gold Coast"
2018-02-11,0,1,"N",0,3,"Gold Coast"
2018-02-12,3,1,"N",3,0,"Gold Coast"
2018-02-13,0,1,"N",0,2,"Gold Coast"
2018-02-14,2,1,"N",2,0,"Gold Coast"
2018-02-15,0,1,"N",0,0,"Gold Coast"
2018-02-16,0,1,"N",0,11,"Gold Coast"
2018-02-17,11,1,"N",11,0,"Gold Coast"
2018-02-18,0,1,"N",0,0,"Gold Coast"
2018-02-19,0,1,"N",0,0,"Gold Coast"
2018-02-20,0,1,"N",0,0,"Gold Coast"
2018-02-21,0,1,"N",0,1,"Gold Coast"
2018-02-22,1,1,"N",1,56,"Gold Coast"
2018-02-23,56,1,"N",56,137,"Gold Coast"
2018-02-24,137,1,"N",137,1,"Gold Coast"
2018-02-25,1,1,"N",1,1,"Gold Coast"
2018-02-26,1,1,"N",1,21,"Gold Coast"
2018-02-27,21,1,"N",21,0,"Gold Coast"
2018-02-28,0,1,"N",0,0,"Gold Coast"
2018-03-01,0,1,"N",0,0,"Gold Coast"
2018-03-02,0,1,"N",0,0,"Gold Coast"
2018-03-03,0,1,"N",0,0,"Gold Coast"
2018-03-04,0,1,"N",0,1,"Gold Coast"
2018-03-05,1,1,"N",1,65,"Gold Coast"
2018-03-06,65,1,"N",65,29,"Gold Coast"
2018-03-07,29,1,"N",29,0,"Gold Coast"
2018-03-08,0,1,"N",0,2,"Gold Coast"
2018-03-09,2,1,"N",2,2,"Gold Coast"
2018-03-10,2,1,"N",2,4,"Gold Coast"
2018-03-11,4,1,"N",4,6,"Gold Coast"
2018-03-12,6,1,"N",6,0,"Gold Coast"
2018-03-13,0,1,"N",0,9,"Gold Coast"
2018-03-14,9,1,"N",9,1,"Gold Coast"
2018-03-15,1,1,"N",1,0,"Gold Coast"
2018-03-16,0,1,"N",0,0,"Gold Coast"
2018-03-17,0,1,"N",0,0,"Gold Coast"
2018-03-18,0,1,"N",0,0,"Gold Coast"
2018-03-19,0,1,"N",0,0,"Gold Coast"
2018-03-20,0,1,"N",0,13,"Gold Coast"
2018-03-21,13,1,"N",13,21,"Gold Coast"
2018-03-22,21,1,"N",21,38,"Gold Coast"
2018-03-23,38,1,"N",38,8,"Gold Coast"
2018-03-24,8,1,"N",8,0,"Gold Coast"
2018-03-25,0,1,"N",0,1,"Gold Coast"
2018-03-26,1,1,"N",1,0,"Gold Coast"
2018-03-27,0,1,"N",0,10,"Gold Coast"
2018-03-28,10,1,"N",10,2,"Gold Coast"
2018-03-29,2,1,"N",2,11,"Gold Coast"
2018-03-30,11,1,"N",11,1,"Gold Coast"
2018-03-31,1,1,"N",1,0,"Gold Coast"
2018-04-01,0,1,"N",0,15,"Gold Coast"
2018-04-02,15,1,"N",15,1,"Gold Coast"
2018-04-03,1,1,"N",1,1,"Gold Coast"
2018-04-04,1,1,"N",1,2,"Gold Coast"
2018-04-05,2,1,"N",2,0,"Gold Coast"
2018-04-06,0,1,"N",0,2,"Gold Coast"
2018-04-07,2,1,"N",2,7,"Gold Coast"
2018-04-08,7,1,"N",7,1,"Gold Coast"
2018-04-09,1,1,"N",1,0,"Gold Coast"
2018-04-10,0,1,"N",0,0,"Gold Coast"
2018-04-11,0,1,"N",0,0,"Gold Coast"
2018-04-12,0,1,"N",0,0,"Gold Coast"
2018-04-13,0,1,"N",0,0,"Gold Coast"
2018-04-14,0,1,"N",0,0,"Gold Coast"
2018-04-15,0,1,"N",0,0,"Gold Coast"
2018-04-16,0,1,"N",0,0,"Gold Coast"
2018-04-17,0,1,"N",0,8,"Gold Coast"
2018-04-18,8,1,"N",8,2,"Gold Coast"
2018-04-19,2,1,"N",2,0,"Gold Coast"
2018-04-20,0,1,"N",0,5,"Gold Coast"
2018-04-21,5,1,"N",5,0,"Gold Coast"
2018-04-22,0,1,"N",0,0,"Gold Coast"
2018-04-23,0,1,"N",0,0,"Gold Coast"
2018-04-24,0,1,"N",0,2,"Gold Coast"
2018-04-25,2,1,"N",2,2,"Gold Coast"
2018-04-26,2,1,"N",2,0,"Gold Coast"
2018-04-27,0,1,"N",0,0,"Gold Coast"
2018-04-28,0,1,"N",0,2,"Gold Coast"
2018-04-29,2,1,"N",2,0,"Gold Coast"
2018-04-30,0,1,"N",0,0,"Gold Coast"
2018-05-01,0,1,"N",0,0,"Gold Coast"
2018-05-02,0,1,"N",0,1,"Gold Coast"
2018-05-03,1,1,"N",1,0,"Gold Coast"
2018-05-04,0,1,"N",0,0,"Gold Coast"
2018-05-05,0,1,"N",0,0,"Gold Coast"
2018-05-06,0,1,"N",0,1,"Gold Coast"
2018-05-07,1,1,"N",1,20,"Gold Coast"
2018-05-08,20,1,"N",20,1,"Gold Coast"
2018-05-09,1,1,"N",1,0,"Gold Coast"
2018-05-10,0,1,"N",0,0,"Gold Coast"
2018-05-11,0,1,"N",0,0,"Gold Coast"
2018-05-12,0,1,"N",0,0,"Gold Coast"
2018-05-13,0,1,"N",0,0,"Gold Coast"
2018-05-14,0,1,"N",0,0,"Gold Coast"
2018-05-15,0,1,"N",0,0,"Gold Coast"
2018-05-16,0,1,"N",0,0,"Gold Coast"
2018-05-17,0,1,"N",0,0,"Gold Coast"
2018-05-18,0,1,"N",0,0,"Gold Coast"
2018-05-19,0,1,"N",0,0,"Gold Coast"
2018-05-20,0,1,"N",0,0,"Gold Coast"
2018-05-21,0,1,"N",0,0,"Gold Coast"
2018-05-22,0,1,"N",0,0,"Gold Coast"
2018-05-23,0,1,"N",0,0,"Gold Coast"
2018-05-24,0,1,"N",0,0,"Gold Coast"
2018-05-25,0,1,"N",0,0,"Gold Coast"
2018-05-26,0,1,"N",0,0,"Gold Coast"
2018-05-27,0,1,"N",0,0,"Gold Coast"
2018-05-28,0,1,"N",0,0,"Gold Coast"
2018-05-29,0,1,"N",0,0,"Gold Coast"
2018-05-30,0,1,"N",0,0,"Gold Coast"
2018-05-31,0,1,"N",0,0,"Gold Coast"
2018-06-01,0,1,"N",0,0,"Gold Coast"
2018-06-02,0,1,"N",0,0,"Gold Coast"
2018-06-03,0,1,"N",0,0,"Gold Coast"
2018-06-04,0,1,"N",0,0,"Gold Coast"
2018-06-05,0,1,"N",0,0,"Gold Coast"
2018-06-06,0,1,"N",0,14,"Gold Coast"
2018-06-07,14,1,"N",14,3,"Gold Coast"
2018-06-08,3,1,"N",3,0,"Gold Coast"
2018-06-09,0,1,"N",0,2,"Gold Coast"
2018-06-10,2,1,"N",2,0,"Gold Coast"
2018-06-11,0,1,"N",0,0,"Gold Coast"
2018-06-12,0,1,"N",0,0,"Gold Coast"
2018-06-13,0,1,"N",0,0,"Gold Coast"
2018-06-14,0,1,"N",0,0,"Gold Coast"
2018-06-15,0,1,"N",0,0,"Gold Coast"
2018-06-16,0,1,"N",0,0,"Gold Coast"
2018-06-17,0,1,"N",0,0,"Gold Coast"
2018-06-18,0,1,"N",0,0,"Gold Coast"
2018-06-19,0,1,"N",0,0,"Gold Coast"
2018-06-20,0,1,"N",0,0,"Gold Coast"
2018-06-21,0,1,"N",0,0,"Gold Coast"
2018-06-22,0,1,"N",0,0,"Gold Coast"
2018-06-23,0,1,"N",0,0,"Gold Coast"
2018-06-24,0,1,"N",0,0,"Gold Coast"
2018-06-25,0,1,"N",0,0,"Gold Coast"
2018-06-26,0,1,"N",0,0,"Gold Coast"
2018-06-27,0,1,"N",0,6,"Gold Coast"
2018-06-28,6,1,"N",6,0,"Gold Coast"
2018-06-29,0,1,"N",0,0,"Gold Coast"
2018-06-30,0,1,"N",0,0,"Gold Coast"
2018-07-01,0,1,"N",0,0,"Gold Coast"
2018-07-02,0,1,"N",0,0,"Gold Coast"
2018-07-03,0,1,"N",0,0,"Gold Coast"
2018-07-04,0,1,"N",0,4,"Gold Coast"
2018-07-05,4,1,"N",4,8,"Gold Coast"
2018-07-06,8,1,"N",8,3,"Gold Coast"
2018-07-07,3,1,"N",3,0,"Gold Coast"
2018-07-08,0,1,"N",0,0,"Gold Coast"
2018-07-09,0,1,"N",0,0,"Gold Coast"
2018-07-10,0,1,"N",0,0,"Gold Coast"
2018-07-11,0,1,"N",0,3,"Gold Coast"
2018-07-12,3,1,"N",3,0,"Gold Coast"
2018-07-13,0,1,"N",0,0,"Gold Coast"
2018-07-14,0,1,"N",0,0,"Gold Coast"
2018-07-15,0,1,"N",0,0,"Gold Coast"
2018-07-16,0,1,"N",0,0,"Gold Coast"
2018-07-17,0,1,"N",0,0,"Gold Coast"
2018-07-18,0,1,"N",0,0,"Gold Coast"
2018-07-19,0,1,"N",0,0,"Gold Coast"
2018-07-20,0,1,"N",0,0,"Gold Coast"
2018-07-21,0,1,"N",0,0,"Gold Coast"
2018-07-22,0,1,"N",0,0,"Gold Coast"
2018-07-23,0,1,"N",0,0,"Gold Coast"
2018-07-24,0,1,"N",0,0,"Gold Coast"
2018-07-25,0,1,"N",0,0,"Gold Coast"
2018-07-26,0,1,"N",0,0,"Gold Coast"
2018-07-27,0,1,"N",0,0,"Gold Coast"
2018-07-28,0,1,"N",0,0,"Gold Coast"
2018-07-29,0,1,"N",0,1,"Gold Coast"
2018-07-30,1,1,"N",1,0,"Gold Coast"
2018-07-31,0,1,"N",0,0,"Gold Coast"
2018-08-01,0,1,"N",0,0,"Gold Coast"
2018-08-02,0,1,"N",0,0,"Gold Coast"
2018-08-03,0,1,"N",0,0,"Gold Coast"
2018-08-04,0,1,"N",0,0,"Gold Coast"
2018-08-05,0,1,"N",0,0,"Gold Coast"
2018-08-06,0,1,"N",0,0,"Gold Coast"
2018-08-07,0,1,"N",0,0,"Gold Coast"
2018-08-08,0,1,"N",0,0,"Gold Coast"
2018-08-09,0,1,"N",0,0,"Gold Coast"
2018-08-10,0,1,"N",0,0,"Gold Coast"
2018-08-11,0,1,"N",0,0,"Gold Coast"
2018-08-12,0,1,"N",0,0,"Gold Coast"
2018-08-13,0,1,"N",0,0,"Gold Coast"
2018-08-14,0,1,"N",0,0,"Gold Coast"
2018-08-15,0,1,"N",0,0,"Gold Coast"
2018-08-16,0,1,"N",0,0,"Gold Coast"
2018-08-17,0,1,"N",0,0,"Gold Coast"
2018-08-18,0,1,"N",0,0,"Gold Coast"
2018-08-19,0,1,"N",0,0,"Gold Coast"
2018-08-20,0,1,"N",0,0,"Gold Coast"
2018-08-21,0,1,"N",0,0,"Gold Coast"
2018-08-22,0,1,"N",0,0,"Gold Coast"
2018-08-23,0,1,"N",0,0,"Gold Coast"
2018-08-24,0,1,"N",0,0,"Gold Coast"
2018-08-25,0,1,"N",0,23,"Gold Coast"
2018-08-26,23,1,"N",23,3,"Gold Coast"
2018-08-27,3,1,"N",3,0,"Gold Coast"
2018-08-28,0,1,"N",0,0,"Gold Coast"
2018-08-29,0,1,"N",0,0,"Gold Coast"
2018-08-30,0,1,"N",0,0,"Gold Coast"
2018-08-31,0,1,"N",0,0,"Gold Coast"
2018-09-01,0,1,"N",0,0,"Gold Coast"
2018-09-02,0,1,"N",0,0,"Gold Coast"
2018-09-03,0,1,"N",0,4,"Gold Coast"
2018-09-04,4,1,"N",4,3,"Gold Coast"
2018-09-05,3,1,"N",3,0,"Gold Coast"
2018-09-06,0,1,"N",0,5,"Gold Coast"
2018-09-07,5,1,"N",5,6,"Gold Coast"
2018-09-08,6,1,"N",6,5,"Gold Coast"
2018-09-09,5,1,"N",5,0,"Gold Coast"
2018-09-10,0,1,"N",0,0,"Gold Coast"
2018-09-11,0,1,"N",0,0,"Gold Coast"
2018-09-12,0,1,"N",0,0,"Gold Coast"
2018-09-13,0,1,"N",0,0,"Gold Coast"
2018-09-14,0,1,"N",0,0,"Gold Coast"
2018-09-15,0,1,"N",0,0,"Gold Coast"
2018-09-16,0,1,"N",0,0,"Gold Coast"
2018-09-17,0,1,"N",0,0,"Gold Coast"
2018-09-18,0,1,"N",0,0,"Gold Coast"
2018-09-19,0,1,"N",0,0,"Gold Coast"
2018-09-20,0,1,"N",0,0,"Gold Coast"
2018-09-21,0,1,"N",0,0,"Gold Coast"
2018-09-22,0,1,"N",0,0,"Gold Coast"
2018-09-23,0,1,"N",0,0,"Gold Coast"
2018-09-24,0,1,"N",0,0,"Gold Coast"
2018-09-25,0,1,"N",0,0,"Gold Coast"
2018-09-26,0,1,"N",0,17,"Gold Coast"
2018-09-27,17,1,"N",17,0,"Gold Coast"
2018-09-28,0,1,"N",0,0,"Gold Coast"
2018-09-29,0,1,"N",0,2,"Gold Coast"
2018-09-30,2,1,"N",2,0,"Gold Coast"
2018-10-01,0,1,"N",0,0,"Gold Coast"
2018-10-02,0,1,"N",0,1.25,"Gold Coast"
2018-10-03,NA,NA,"",1.25,1.25,"Gold Coast"
2018-10-04,NA,NA,"",1.25,1.25,"Gold Coast"
2018-10-05,NA,NA,"",1.25,1.25,"Gold Coast"
2018-10-06,5,1,"N",1.25,9,"Gold Coast"
2018-10-07,9,1,"N",9,0,"Gold Coast"
2018-10-08,0,1,"N",0,2,"Gold Coast"
2018-10-09,2,1,"N",2,0,"Gold Coast"
2018-10-10,0,1,"N",0,19,"Gold Coast"
2018-10-11,19,1,"N",19,16,"Gold Coast"
2018-10-12,16,1,"N",16,16,"Gold Coast"
2018-10-13,16,1,"N",16,27,"Gold Coast"
2018-10-14,27,1,"N",27,29,"Gold Coast"
2018-10-15,29,1,"N",29,37,"Gold Coast"
2018-10-16,37,1,"N",37,2,"Gold Coast"
2018-10-17,2,1,"N",2,9,"Gold Coast"
2018-10-18,9,1,"N",9,2,"Gold Coast"
2018-10-19,2,1,"N",2,0,"Gold Coast"
2018-10-20,0,1,"N",0,0,"Gold Coast"
2018-10-21,0,1,"N",0,13,"Gold Coast"
2018-10-22,13,1,"N",13,0,"Gold Coast"
2018-10-23,0,1,"N",0,0,"Gold Coast"
2018-10-24,0,1,"N",0,0,"Gold Coast"
2018-10-25,0,1,"N",0,2,"Gold Coast"
2018-10-26,2,1,"N",2,0,"Gold Coast"
2018-10-27,0,1,"N",0,0,"Gold Coast"
2018-10-28,0,1,"N",0,0,"Gold Coast"
2018-10-29,0,1,"N",0,5,"Gold Coast"
2018-10-30,5,1,"N",5,0,"Gold Coast"
2018-10-31,0,1,"N",0,0,"Gold Coast"
2018-11-01,0,1,"N",0,0,"Gold Coast"
2018-11-02,0,1,"N",0,0,"Gold Coast"
2018-11-03,0,1,"N",0,0,"Gold Coast"
2018-11-04,0,1,"N",0,0,"Gold Coast"
2018-11-05,0,1,"N",0,0,"Gold Coast"
2018-11-06,0,1,"N",0,0,"Gold Coast"
2018-11-07,0,1,"N",0,0,"Gold Coast"
2018-11-08,0,1,"N",0,0,"Gold Coast"
2018-11-09,0,1,"N",0,0,"Gold Coast"
2018-11-10,0,1,"N",0,0,"Gold Coast"
2018-11-11,0,1,"N",0,0,"Gold Coast"
2018-11-12,0,1,"N",0,0,"Gold Coast"
2018-11-13,0,1,"N",0,0,"Gold Coast"
2018-11-14,0,1,"N",0,0,"Gold Coast"
2018-11-15,0,1,"N",0,0,"Gold Coast"
2018-11-16,0,1,"N",0,3,"Gold Coast"
2018-11-17,3,1,"N",3,23,"Gold Coast"
2018-11-18,23,1,"N",23,1,"Gold Coast"
2018-11-19,1,1,"N",1,0,"Gold Coast"
2018-11-20,0,1,"N",0,0,"Gold Coast"
2018-11-21,0,1,"N",0,1,"Gold Coast"
2018-11-22,1,1,"N",1,9,"Gold Coast"
2018-11-23,9,1,"N",9,0,"Gold Coast"
2018-11-24,0,1,"N",0,0,"Gold Coast"
2018-11-25,0,1,"N",0,0,"Gold Coast"
2018-11-26,0,1,"N",0,0,"Gold Coast"
2018-11-27,0,1,"N",0,0,"Gold Coast"
2018-11-28,0,1,"N",0,1,"Gold Coast"
2018-11-29,1,1,"N",1,0,"Gold Coast"
2018-11-30,0,1,"N",0,0,"Gold Coast"
2018-12-01,0,1,"N",0,0,"Gold Coast"
2018-12-02,0,1,"N",0,0,"Gold Coast"
2018-12-03,0,1,"N",0,0,"Gold Coast"
2018-12-04,0,1,"N",0,0,"Gold Coast"
2018-12-05,0,1,"N",0,0,"Gold Coast"
2018-12-06,0,1,"N",0,0,"Gold Coast"
2018-12-07,0,1,"N",0,0,"Gold Coast"
2018-12-08,0,1,"N",0,1,"Gold Coast"
2018-12-09,1,1,"N",1,0,"Gold Coast"
2018-12-10,0,1,"N",0,0,"Gold Coast"
2018-12-11,0,1,"N",0,0,"Gold Coast"
2018-12-12,0,1,"N",0,0,"Gold Coast"
2018-12-13,0,1,"N",0,0,"Gold Coast"
2018-12-14,0,1,"N",0,0,"Gold Coast"
2018-12-15,0,1,"N",0,2,"Gold Coast"
2018-12-16,2,1,"N",2,37,"Gold Coast"
2018-12-17,37,1,"N",37,6,"Gold Coast"
2018-12-18,6,1,"N",6,0,"Gold Coast"
2018-12-19,0,1,"N",0,0,"Gold Coast"
2018-12-20,0,1,"N",0,0,"Gold Coast"
2018-12-21,0,1,"N",0,8,"Gold Coast"
2018-12-22,8,1,"N",8,26,"Gold Coast"
2018-12-23,26,1,"N",26,0,"Gold Coast"
2018-12-24,0,1,"N",0,0,"Gold Coast"
2018-12-25,0,1,"N",0,0,"Gold Coast"
2018-12-26,0,1,"N",0,0,"Gold Coast"
2018-12-27,0,1,"N",0,0,"Gold Coast"
2018-12-28,0,1,"N",0,0,"Gold Coast"
2018-12-29,0,1,"N",0,0,"Gold Coast"
2018-12-30,0,1,"N",0,0,"Gold Coast"
2018-12-31,0,1,"N",0,0,"Gold Coast"
2019-01-01,0,1,"N",0,0,"Gold Coast"
2019-01-02,0,1,"N",0,1,"Gold Coast"
2019-01-03,1,1,"N",1,5,"Gold Coast"
2019-01-04,5,1,"N",5,0,"Gold Coast"
2019-01-05,0,1,"N",0,0,"Gold Coast"
2019-01-06,0,1,"N",0,0,"Gold Coast"
2019-01-07,0,1,"N",0,0,"Gold Coast"
2019-01-08,0,1,"N",0,0,"Gold Coast"
2019-01-09,0,1,"N",0,0,"Gold Coast"
2019-01-10,0,1,"N",0,0,"Gold Coast"
2019-01-11,0,1,"N",0,0,"Gold Coast"
2019-01-12,0,1,"N",0,0,"Gold Coast"
2019-01-13,0,1,"N",0,0,"Gold Coast"
2019-01-14,0,1,"N",0,0,"Gold Coast"
2019-01-15,0,1,"N",0,0,"Gold Coast"
2019-01-16,0,1,"N",0,0,"Gold Coast"
2019-01-17,0,1,"N",0,0,"Gold Coast"
2019-01-18,0,1,"N",0,0,"Gold Coast"
2019-01-19,0,1,"N",0,0,"Gold Coast"
2019-01-20,0,1,"N",0,0,"Gold Coast"
2019-01-21,0,1,"N",0,0,"Gold Coast"
2019-01-22,0,1,"N",0,0,"Gold Coast"
2019-01-23,0,1,"N",0,0,"Gold Coast"
2019-01-24,0,1,"N",0,0,"Gold Coast"
2019-01-25,0,1,"N",0,0,"Gold Coast"
2019-01-26,0,1,"N",0,0,"Gold Coast"
2019-01-27,0,1,"N",0,0,"Gold Coast"
2019-01-28,0,1,"N",0,0,"Gold Coast"
2019-01-29,0,1,"N",0,1,"Gold Coast"
2019-01-30,1,1,"N",1,0,"Gold Coast"
2019-01-31,0,1,"N",0,0,"Gold Coast"
2019-02-01,0,1,"N",0,0,"Gold Coast"
2019-02-02,0,1,"N",0,5,"Gold Coast"
2019-02-03,5,1,"N",5,2,"Gold Coast"
2019-02-04,2,1,"N",2,0,"Gold Coast"
2019-02-05,0,1,"N",0,21,"Gold Coast"
2019-02-06,21,1,"N",21,19,"Gold Coast"
2019-02-07,19,1,"N",19,0,"Gold Coast"
2019-02-08,0,1,"N",0,0,"Gold Coast"
2019-02-09,0,1,"N",0,0,"Gold Coast"
2019-02-10,0,1,"N",0,0,"Gold Coast"
2019-02-11,0,1,"N",0,0,"Gold Coast"
2019-02-12,0,1,"N",0,0,"Gold Coast"
2019-02-13,0,1,"N",0,0,"Gold Coast"
2019-02-14,0,1,"N",0,0,"Gold Coast"
2019-02-15,0,1,"N",0,0,"Gold Coast"
2019-02-16,0,1,"N",0,0,"Gold Coast"
2019-02-17,0,1,"N",0,0,"Gold Coast"
2019-02-18,0,1,"N",0,0,"Gold Coast"
2019-02-19,0,1,"N",0,0,"Gold Coast"
2019-02-20,0,1,"N",0,0,"Gold Coast"
2019-02-21,0,1,"N",0,6,"Gold Coast"
2019-02-22,6,1,"N",6,0,"Gold Coast"
2019-02-23,0,1,"N",0,0,"Gold Coast"
2019-02-24,0,1,"N",0,0,"Gold Coast"
2019-02-25,0,1,"N",0,2,"Gold Coast"
2019-02-26,2,1,"N",2,0,"Gold Coast"
2019-02-27,0,1,"N",0,1,"Gold Coast"
2019-02-28,1,1,"N",1,1,"Gold Coast"
2019-03-01,1,1,"N",1,6,"Gold Coast"
2019-03-02,6,1,"N",6,12,"Gold Coast"
2019-03-03,12,1,"N",12,3,"Gold Coast"
2019-03-04,3,1,"N",3,4,"Gold Coast"
2019-03-05,4,1,"N",4,0,"Gold Coast"
2019-03-06,0,1,"N",0,0,"Gold Coast"
2019-03-07,0,1,"N",0,7,"Gold Coast"
2019-03-08,7,1,"N",7,1,"Gold Coast"
2019-03-09,1,1,"N",1,0,"Gold Coast"
2019-03-10,0,1,"N",0,0,"Gold Coast"
2019-03-11,0,1,"N",0,0,"Gold Coast"
2019-03-12,0,1,"N",0,0,"Gold Coast"
2019-03-13,0,1,"N",0,0,"Gold Coast"
